0.1  0.003725362874528065
0.100344337822732040.0041860798590075245
0.100689861330825720.003153056401206965
0.10103657460704420.0042857494801100595
0.101384481748209090.003072043346761596
0.101733586865249040.003940260952933706
0.102083894083248040.0038637978961461946
0.102435407541494380.0027846171714274188
0.102788131393529450.003975827512678792
0.103142069807196880.005592520654769392
0.103497226964691740.006565708116363664
0.103853607062610.007983359179815165
0.104211214311998050.006741098416754345
0.10457005293840260.006990753706074626
0.104930127181920440.00911836082246783
0.105291441297248630.010183066569645665
0.105653999553734750.011051902896705877
0.106017806235427390.012063804215911581
0.106382865641126740.008520858009068264
0.106749182084435350.007978599512635494
0.107116759893809130.012146241310185196
0.107485603412608570.015655106999876836
0.107855716999149950.014796488152204149
0.108227105026756850.018504322395622955
0.10859977188381190.012195652984653834
0.108973721973808570.02005885983234084
0.109348959715403260.019863356606492955
0.109725489542467370.014051333051850488
0.110103315904139980.025968293943398644
0.110482443264880080.037001331753783825
0.110862876104519530.038117391308098915
0.111244618918315940.04706485651572364
0.111627676217005830.04256244941279381
0.112012052526857840.08101117411075023
0.112397752389726280.04754756373491683
0.112784780363104810.024668143330087093
0.113173141020180210.09208267327667778
0.113562838949886560.07489422679972951
0.11395387875695930.022009976615386704
0.114346265061989720.11224146708102517
0.114740002501479570.041367999572611634
0.115135095727895860.056946427046754296
0.115531549409725750.05943128945112636
0.115929368231531760.05276409146433819
0.116328556894007220.04177253630540127
0.116729120114031650.057815535979644755
0.117131062624726570.06664780653464807
0.117534389175511460.025650144301631907
0.11793910453215980.06670768435177568
0.118345213476855520.07055576042485497
0.118752720808249290.067555694068466
0.119161631341515440.061188203406164
0.11957194990840880.06966535109465935
0.119983681357321670.06785973498682173
0.120396830553341220.07002953144009576
0.120811402378306970.07937313089031237
0.121227401730868480.10083401897810579
0.121644833526543160.10726837455596358
0.122063702697774450.10098823086590183
0.122484014193990080.09535012201212872
0.122905772981660460.09726423221947228
0.123328984044357490.11384032314386644
0.123753652382813380.13237649005464766
0.124179783014979730.15477912456708076
0.124607380976086880.18280348437521726
0.125036451318703360.22079228278445526
0.12546699911279560.257766743644203
0.12589902944578780.20731250844310045
0.126332547422622180.3325193772542707
0.126767558165819170.4224179624982721
0.127204066815537920.17683262948498304
0.127642078529637130.5341317778914487
0.128081598483736010.7080131174234487
0.12852263187127530.6339435845858995
0.128965183903578720.7873872607815713
0.12940925980991472.1144356058792697
0.12985486483755780.7176195647901837
0.130302004251851074.88933663675126
0.13075068333626816.731694286271371
0.131200907392475474.101783665843921
0.13165268174039540.8286885078665734
0.13210601171826868.075607879048784
0.132560902682717415.80215046740623
0.1330173600088093.8009747549046433
0.1334753890901189719.061789967870048
0.1339349953387950215.86836511478676
0.1343961841856208813.050537011435685
0.134858961080080581.0404787331220724
0.1353233314904227843.360765796957196
0.1357893009037253214.129836578400942
0.1362568748259602736.159750834793726
0.136726058782058759.65269467825325
0.1371968583159761729.01991464740509
0.1376692789907581812.09017361681761
0.138143326388605822.8538081512545284
0.1386190061109419773.72715454212069
0.139096323778477291.21165711035889
0.139575285031276322.132547592210987
0.14005589552882511.117261090992
0.1405381609500968115.11616086466955
0.141022086993620042.654348981785597
0.1415076793775451358.11284528057459
0.14199494383971242130.97258437028566
0.142483886137719655.219942116362777
0.14297451204899025139.99956349661292
0.143466827370841522.6441016857369
0.143960837920552984.974061917151689
0.144456549535435447.156016486614696
0.14495396807289956137.16802515321686
0.14545309941052548153.6759654307663
0.14595394944613194125.30584577382758
0.1464565240978461821.456605441515894
0.14696082930417373148.97470565593076
0.14746687102406866205.26627150557619
0.14797465523700398211.8376768554884
0.14848418794304236.670107084057095
0.14899547516290673204.15522357172406
0.14950852293805195172.19674289326824
0.15002333733073567237.46511664861012
0.15053992442409025268.4593815509005
0.1510582903221946208.16022254147876
0.15157844115014626260.93350555605554
0.15210038305413384187.09728241944046
0.15262412220150956166.39293876593746
0.1531496647808621215.78192588106716
0.1536770170020899444.111450023422165
0.1542061850964745125.7800765998409
0.15473717531675382356.49752713666714
0.1552699939371966136.71808641647434
0.1558046472536760786.40276900625236
0.1563411415837447214.7137217362499
0.15687948326670859109.74018002489449
0.157419678663702468.698005489684975
0.15796173415776482390.9524496121727
0.15850565615391343418.51382156018906
0.1590514510792209261.44278342369575
0.1595991253828908512.0449387606316
0.16014868553633363280.3948193908138
0.1607001380332434311.755521256618062
0.1612534893896745391.5920670729945
0.16180874614411833497.1562648239112
0.16236591485758098568.678045198004
0.1629250021136605439.95732792224299
0.1634860145186248529.716361735899564
0.16404895870148967558.3008144063886
0.16461384131409693595.2652573981449
0.16518066903119344162.3306797194302
0.16574944855050970.9288934350264482
0.16632018659283887378.7184383226854
0.1668928899021165605.905226402862
0.16746756524550002164.75973714592902
0.1680442194134487188.27631832351395
0.1686228592198040240.470012886156695
0.16920349150187545.1293313313569
0.16978612312049413646.735248065627
0.1703707609601484656.1855553442481
0.17095741192901057703.0839948206518
0.17154608295904597717.071287574923
0.17213678100608923703.4976904831829
0.17272951304992662734.4356945025007
0.1733242860943784733.2102894464332
0.17392110716738157751.7487903149814
0.1745199833210732760.3811344969057
0.1751209216318733211.305141492206202
0.17572392920056878768.4094801944449
0.1763290131523972128.50612875963486
0.176936180637131769.3586962685144
0.17754543882916213747.8122267583194
0.17815679492758651792.0081715175118
0.17877025615628936820.9758612706902
0.17938582976403042820.0613043961458
0.18000352302452968833.3641035888994
0.1806233432365533838.7117555417212
0.18124529772399986852.9598941761847
0.18186939383598688868.7326160888482
0.18249563894693768873.3007311225381
0.1831240404566685849.4697662942481
0.18375460579047587874.4857588605928
0.18438734239922464905.5157345014095
0.1850222577594356881.8407938645569
0.1856593593733741926.4046115347377
0.1862986547691386933.5385916117636
0.18694015150074972838.6992620888052
0.18758385714823936922.6038497222072
0.1882297793177404967.0885818165399
0.18887792564157643978.6748367351889
0.18952830377835206987.9087138819319
0.1901809214130434936.408284564211
0.1908357862570888996.6937569986267
0.191492906048480041015.5205563565329
0.192152288551853681026.0967202755437
0.19281394155858292940.3741234742633
0.193477872886869521040.8041885758355
0.194144090381836441045.6104589633692
0.194812601915620161063.1685029019243
0.195483415387464051075.4441088591495
0.196156538723811421086.7055054938337
0.19683197987839951073.2917179616716
0.197509746832353171095.0246516699312
0.198189847594279271118.2309236277931
0.198872290200361351123.7296533350311
0.19955708271445461136.8701034415458
0.200244233228181131149.4465915778826
0.200933749861025521160.0429445213767
0.201625640760430821170.0439674705372
0.202319914101894821158.243436123506
0.20301657808906661178.6316942203014
0.20371564095384361059.1111049368742
0.20441711095646861213.737580809075
0.205120996385627861222.0470341063128
0.20582730555854841231.32895240859
0.206536046821096721108.327001706217
0.207247228547877251256.094004271675
0.20796085914233151259.717754658077
0.208676947036837061268.2383937308232
0.209395500692807381278.797402801795
0.210116528600791861289.6319300961086
0.210840039280575961307.071827081203
0.211566041281282061318.121998834804
0.2122945431814704948.5639426665107
0.2130255535892404349.81299759249373
0.213759081142332471354.3407721633591
0.214495134508231365.2221590420675
0.215233722384261781090.2422089517056
0.215974853497704821382.7568310917563
0.216718536605887521400.1052137594909
0.21746478049629298203.4112395999028
0.218213593986662871422.759177422761
0.218964985925101861322.58484923955
0.21971896519018191437.177021289817
0.22047554069104711422.0179863701467
0.221234721367519371465.8017498881054
0.22199651619020358568.722323623624
0.22276093416059391023.1850308717238
0.223527984311180041499.7919972901905
0.224297675705553951510.9470430161637
0.225070017438517041524.001029422383
0.225845018636187441504.9311134586324
0.226622688456108061463.5702970315867
0.227403036087354571410.2629544213814
0.228186070750644321538.6077024819774
0.22897180169844491579.9093979853044
0.229760238215083621580.4999068909608
0.230551389616857341599.769382832675
0.23134526525214251613.9464827905683
0.23214187450150536848.6972442687725
0.23294122677781321598.6665739895468
0.233743331526345221463.2851117501061
0.23454819822490436587.3012692851107
0.235355836383929231664.7850799250216
0.236166255546606451309.05284866042
0.23697946528898341672.8060076595552
0.237795475220081511683.3165148954643
0.238614294982009641705.464669168761
0.239435934250078111696.25726077546
0.24026040273291288226.27719512422783
0.24108771017257061674.9755368350195
0.241917866344653371751.9872544572122
0.24275088105842431777.008594470656
0.24358676415692371740.4757571077423
0.24442552551708511681.7983348981795
0.245267175049851961810.3553720117939
0.246111722700295021788.6854437897177
0.246959178447729521103.1684302948104
0.247809552305833351608.5672099536605
0.248662854322765281753.6042393300065
0.249519094581283631853.0602767769576
0.25037828319886551866.9596094786764
0.251240430327826341867.1977601681701
0.25210554615543981137.5904840940455
0.25297364090405811505.179018810476
0.25384472483123311225.2339658101728
0.25471880822983711934.4934793189466
0.25559590142818471734.4647463511553
0.25647601479015481965.4468541909687
0.25735915871531311943.2715048805055
0.25824534363903491515.9241339679354
0.25913458003262841956.6175291596376
0.26002687840345861976.0350277940292
0.260922249295071131949.0112053425883
0.261820703287317271885.401928644735
0.26272225099647852048.270208817981
0.26362690307539242071.8008630159247
0.26453467021357812063.9538284003
0.26544556313736292095.6525059791848
0.26635959261000891874.198950814406
0.2672767694318401728.2130702832968
0.26819710444037022129.4971135837022
0.269120608510430572144.187690711366
0.27004729255429852157.6316167396526
0.27097716752182682168.8645305086616
0.271910244400572431820.9380386952275
0.27284653421592672193.8405371257945
0.27378604803124572205.975195301982
0.27472879694798052202.7935445946423
0.275674792105809142229.2716891929667
0.276624044682767362218.2311961168125
0.27757656589538132245.2946378042816
0.278532366998799852259.3993099367294
0.27949145928692751250.3769891327977
0.280453854092558132113.497079647393
0.281419562787508462303.207810142608
0.282388596782752972323.0740420979214
0.283360967528558272335.851197806973
0.28433668651461852234.1952763736945
0.28531576527019132283.7339645985217
0.286298215364233942376.868524243752
0.287284048405539842387.7621661565954
0.288273276042875952398.7079899653395
0.28926590996512032007.7150375046592
0.29026196190140022426.314727899317
0.29126144362123082443.052934971224
0.2922643669346542448.6149649214394
0.293270743692378432435.1949282692317
0.29428058578591882479.2635089019327
0.29529390514773712493.708317258235
0.296310713751383242505.3187064929916
0.297331023611636442210.6620002313352
0.298354846784647631700.0935141021955
0.29938219536808142545.7756059098715
0.30041308150125922544.4238694096994
0.301447517365302842575.0849118010733
0.30248551518327832586.8802366941213
0.303527087220340162598.740693129483
0.30457224578387672610.650049546506
0.3056210032236552622.618847965292
0.30667337193196712640.709321978309
0.307729364343776572600.382108298659
0.308788992936865072648.4641686077744
0.30985227023198012683.350560536632
0.31091920879298272695.651222668713
0.31198982122699612644.7728832507287
0.313064120184554652720.4139521690367
0.314142118359753362735.2511399451123
0.315223828490397652256.423597052025
0.3163092633581542567.778768317335
0.317398435788701252777.009443293467
0.31849135865188162781.2185808829754
0.31958804486185312802.4105461138156
0.32068850737724232815.364133419904
0.321792759201296962828.2643152732617
0.32290081338204012841.22731462948
0.324012683012423862854.244040975326
0.32512838123048452868.9041592975273
0.326247921219497472887.1143877633094
0.32737131620813322900.339483335719
0.328498579470613452913.6291227142333
0.32962972432686822926.9837013772544
0.330764764142692962940.3937460856496
0.33190371232990672936.152715350824
0.33304658234651032967.4110516146766
0.334193387696845761440.8095943791823
0.33534414193175553001.573874969642
0.33649885864874273011.266405514537
0.33765755149213193029.1490496503375
0.33882023415323023022.6305030514636
0.339986920370489053056.975013421576
0.341157623929666533067.895095086606
0.342332358663990253078.213327942999
0.34351113845432113099.1923834080862
0.34469397722931673111.266236219228
0.345880888965596543127.6672732434354
0.34707188768790693142.004798998972
0.34826698746928643149.1460914491245
0.349466202431232663044.44190149417
0.35066954674386873178.0766131517653
0.35187703462611083192.638266864918
0.353088680345836463205.855931459589
0.35430449822005263221.9671913916677
0.35552450261506513236.7352255721466
0.35674870794664873251.5651654484113
0.35797712868021693266.468804760056
0.3592097793309933262.6418840726756
0.360446674464181943288.8906444846257
0.361687828695141933303.965734626618
