0.1  1.836770536838715e-21
0.13256090268271742.1555086961051108e-13
0.1330173600088095.3568618365219e-14
0.133475389090118972.865633493418524e-13
0.133934995338795023.174828369420154e-14
0.134396184185620882.585921542786343e-13
0.134858961080080588.086116140328135e-15
0.135323331490422782.0216694011918152e-13
0.135789300903725324.0995920675874965e-13
0.136256874825960275.629287096584838e-13
0.13672605878205876.18975683289924e-13
0.137196858315976172.5016386192026385e-13
0.137669278990758181.1515610914018838e-13
0.138143326388605824.1463563717086945e-13
0.138619006110941971.137018794475046e-12
0.13909632377847721.531901617477921e-12
0.13957528503127631.3910399296851306e-12
0.1400558955288251.2147590555873462e-12
0.14053816095009682.5583554812996624e-12
0.141022086993620047.353343666958023e-13
0.141507679377545132.420346166504033e-12
0.141994943839712423.827350385213545e-12
0.142483886137719652.4031366977944783e-12
0.142974512048990254.9429761359297695e-12
0.14346682737084155.616107869792919e-12
0.143960837920552982.468639453540226e-12
0.14445654953543545.2202518288702544e-12
0.144953968072899567.673098434697507e-12
0.145453099410525488.851228829930337e-12
0.145953949446131948.982049596067068e-12
0.146456524097846185.658520536673355e-12
0.146960829304173731.2649019049149339e-11
0.147466871024068661.234252637302178e-11
0.147974655237003981.5675198056200908e-11
0.14848418794304236.125882150821655e-12
0.148995475162906731.980306336348292e-11
0.149508522938051952.0852978131649082e-11
0.150023337330735672.4879298544514616e-11
0.150539924424090252.7724478184983983e-11
0.15105829032219462.968673837492197e-11
0.151578441150146263.274662927338561e-11
0.152100383054133842.5166065141887685e-11
0.152624122201509564.534905376020975e-11
0.153149664780862122.3154256840661876e-11
0.153677017002089941.9902955240796354e-11
0.15420618509647454.8066803628010576e-11
0.154737175316753824.7835428484259406e-11
0.15526999393719662.924009965510229e-11
0.155804647253676077.281780449040126e-11
0.15634114158374477.178058883087627e-11
0.156879483266708596.799026897602166e-11
0.157419678663702468.495173283401197e-11
0.157961734157764821.058680926573882e-10
0.158505656153913434.542090946872577e-11
0.159051451079220921.2286784930929093e-10
0.15959912538289081.2968755900562313e-10
0.160148685536333631.3996594450962525e-10
0.160700138033243431.059775071524103e-10
0.16125348938967456.804512048011217e-11
0.161808746144118332.0310628974974336e-10
0.162365914857580982.014595109763947e-10
0.162925002113660541.1673376350308326e-10
0.163486014518624856.630103204456298e-11
0.164048958701489675.888442544123069e-11
0.164613841314096934.0589259508600984e-10
0.165180669031193449.340735436844375e-11
0.16574944855050973.276229363836563e-10
0.166320186592838872.30594493734671e-10
0.16689288990211651.4119352698853916e-10
0.167467565245500029.063970908601059e-11
0.168044219413448715.789547678076816e-10
0.168622859219804021.5929703697864767e-10
0.169203491501874.1030927164277776e-10
0.169786123120494131.1102343246329561e-09
0.17037076096014841.4523143789707696e-09
0.170957411929010577.987411901130871e-10
0.171546082959045979.733543068988349e-11
0.172136781006089231.4526273210706586e-10
0.172729513049926622.713560636199668e-09
0.17332428609437841.6393649424967093e-10
0.173921107167381573.463904315938905e-10
0.17451998332107322.783882895783619e-09
0.175120921631873322.113882333718587e-10
0.175723929200568783.3299213443927197e-09
0.17632901315239721.6809522541285313e-10
0.1769361806371313.748877323801804e-09
0.177545438829162134.5641769088889553e-10
0.178156794927586517.845716369072554e-10
0.178770256156289363.379348081631356e-09
0.179385829764030424.981052190155684e-09
0.180003523024529682.9166589864296804e-09
0.18062334323655335.21780730671712e-09
0.181245297723999862.9207255424500222e-09
0.181869393835986883.625424021567279e-09
0.182495638946937689.62157047805909e-09
0.18312404045666859.286115162441042e-09
0.183754605790475874.074510288876347e-09
0.184387342399224646.375450726056111e-09
0.18502225775943561.710243956064141e-08
0.18565935937337419.868147950474508e-10
0.18629865476913862.3744927650955648e-08
0.186940151500749723.0297846718977854e-09
0.187583857148239368.362098090694813e-09
0.18822977931774042.1808750388250257e-08
0.188877925641576431.022170296082565e-08
0.189528303778352062.627460460373583e-08
0.19018092141304346.292129426526363e-09
0.19083578625708883.680395668691556e-09
0.191492906048480041.6022578845162068e-08
0.192152288551853684.1453723827521235e-08
0.192813941558582923.5314408677518214e-08
0.193477872886869524.1362007520257723e-08
0.194144090381836441.8918867745161522e-08
0.194812601915620165.3525630889724136e-08
0.195483415387464054.737798605458795e-08
0.196156538723811425.552071014403667e-08
0.19683197987839956.453486957659076e-08
0.197509746832353177.045947355645858e-08
0.198189847594279278.255657330816302e-08
0.198872290200361356.798783823069768e-08
0.19955708271445461.0305990561674479e-07
0.200244233228181138.124407433291031e-08
0.200933749861025528.92963310207126e-08
0.201625640760430826.739835491036776e-08
0.202319914101894821.4698824133225412e-07
0.20301657808906665.502392362109275e-08
0.20371564095384361.195608425003801e-07
0.20441711095646868.223739785958735e-08
0.205120996385627861.543972914855827e-07
0.20582730555854841.9117681144218582e-07
0.206536046821096722.0109799243442294e-07
0.207247228547877253.40968442904691e-07
0.20796085914233152.075480297395142e-07
0.208676947036837063.9752591352287263e-07
0.209395500692807381.8594630309580573e-07
0.210116528600791861.8225545347220932e-07
0.210840039280575964.209231288051456e-07
0.211566041281282063.510727245054933e-07
0.21229454318147043.897455809747251e-07
0.21302555358924046.106934356345244e-07
0.213759081142332473.448311457662685e-07
0.214495134508235.536388128606324e-07
0.215233722384261784.865105411297206e-07
0.215974853497704823.1498567898166823e-07
0.216718536605887528.375697052790899e-07
0.217464780496292983.632572937290297e-07
0.218213593986662877.347402658786526e-07
0.218964985925101867.057233211884629e-07
0.21971896519018191.4626059625668048e-07
0.22047554069104717.327983774405412e-07
0.221234721367519371.8601766501195405e-06
0.221996516190203588.959178335433196e-07
0.22276093416059394.97882728048775e-07
0.223527984311180041.327654800937466e-06
0.224297675705553952.935709161438141e-07
0.225070017438517043.1997088683981733e-06
0.225845018636187444.579701039018051e-07
0.226622688456108061.0654217671153897e-06
0.227403036087354572.154888079652953e-06
0.228186070750644321.3523300439582733e-06
0.22897180169844493.823407176187629e-06
0.229760238215083622.834442920003435e-06
0.230551389616857346.606927425747006e-07
0.23134526525214252.2639323642188955e-06
0.232141874501505363.3141413776601017e-07
0.23294122677781321.4432663029792628e-06
0.233743331526345225.426068851621521e-07
0.234548198224904361.0548350877705354e-06
0.235355836383929232.4042486394788973e-06
0.236166255546606452.4791505779515057e-06
0.23697946528898342.941071039314792e-06
0.237795475220081514.977982654152359e-06
0.238614294982009641.55496909530314e-06
0.239435934250078112.604989852186029e-06
0.240260402732912881.062889229001541e-05
0.24108771017257067.920616482926532e-06
0.241917866344653378.331420772524457e-06
0.24275088105842431.4917189824342432e-05
0.24358676415692376.0253527906806486e-06
0.24442552551708511.3729582125468054e-05
0.245267175049851962.1540212820259615e-05
0.246111722700295021.668787617370408e-05
0.246959178447729521.158041059104866e-05
0.247809552305833359.926690782634276e-06
0.248662854322765282.5891579980313524e-05
0.249519094581283631.6150348068105228e-05
0.25037828319886553.079582794744143e-05
0.251240430327826341.082681911897585e-05
0.25210554615543982.0666148082624042e-05
0.25297364090405811.2647921454909008e-05
0.25384472483123316.340960862440497e-05
0.25471880822983714.65293178792666e-05
0.25559590142818479.405586201324119e-05
0.25647601479015481.3779108575832481e-05
0.25735915871531316.40921558862086e-06
0.25824534363903493.245510422424507e-05
0.25913458003262842.0640549097917677e-05
0.26002687840345863.591857608081708e-05
0.260922249295071137.885050653770464e-05
0.261820703287317276.245823580524182e-05
0.26272225099647854.616294372018738e-05
0.26362690307539240.0002935981968051357
0.26453467021357812.924536019541491e-05
0.26544556313736295.6237942715299585e-05
0.26635959261000890.00030030561189990917
0.26727676943184010.0003122223490128392
0.26819710444037020.0002506339718228544
0.269120608510430570.00011711320204494072
0.27004729255429850.00019215925730391975
0.27097716752182685.230324803996889e-05
0.271910244400572434.447356059776773e-05
0.27284653421592670.00010303593684389472
0.27378604803124570.00038725329791104295
0.27472879694798050.00025576812807667087
0.275674792105809140.00021329037615269893
0.276624044682767360.0001963562676942112
0.27757656589538130.0007259279493898535
0.278532366998799850.00035293488820661525
0.27949145928692750.00011681608541370663
0.280453854092558134.047033958426308e-05
0.281419562787508460.00034755115748462916
0.282388596782752970.00015676752765096596
0.283360967528558270.00020125164164309432
0.28433668651461850.00020647211394730016
0.28531576527019130.00010631819314622946
0.286298215364233940.0004241934009506513
0.287284048405539840.0003260386537875857
0.288273276042875950.0007368141022858106
0.28926590996512030.0007944194300794309
0.29026196190140020.0003527406788762339
0.29126144362123080.0011799240437740614
0.2922643669346540.0030387491242521943
0.293270743692378430.002189423809609701
0.29428058578591880.0010278045236135074
0.29529390514773710.0010622484159737622
0.296310713751383240.005097405586339001
0.297331023611636440.0001615569448528534
0.298354846784647630.0001873477886495975
0.29938219536808140.0010458514389143172
0.30041308150125920.0012322029114215458
0.301447517365302840.001557327500535449
0.30248551518327830.0018774322498148258
0.303527087220340160.0032257584597546207
0.30457224578387670.0027895272262711632
0.3056210032236550.004063236670726882
0.30667337193196710.00427802522862728
0.307729364343776570.0098825406858181
0.308788992936865070.005101734554905951
0.30985227023198010.00839325963399174
0.31091920879298270.010432881081910953
0.31198982122699610.010320888815204899
0.313064120184554650.006158894718759388
0.314142118359753360.0133663291259049
0.315223828490397650.00501092013556613
0.3163092633581540.007939053749153567
0.317398435788701250.013837612737207516
0.31849135865188160.0005774677612442958
0.31958804486185310.0050210658236421665
0.32068850737724230.022278210038403936
0.321792759201296960.00698395594365051
0.32290081338204010.015491361114649022
0.324012683012423860.019506020095829305
0.32512838123048450.02526722973808827
0.326247921219497470.035953852692780244
0.32737131620813320.0038143008419181503
0.328498579470613450.014572004926644675
0.32962972432686820.05327339505072573
0.330764764142692960.03783271448566798
0.33190371232990670.04204094060686354
0.33304658234651030.04357615585725217
0.334193387696845760.002603130652584272
0.33534414193175550.03305496515749369
0.33649885864874270.024454853913765555
0.33765755149213190.0412964864637512
0.33882023415323020.01989823243488276
0.339986920370489050.029206950191143742
0.341157623929666530.04104953467427736
0.342332358663990250.016916781604010677
0.34351113845432110.03471113626516822
0.34469397722931670.016928117644051877
0.345880888965596540.014192938379908126
0.34707188768790690.04656451291080436
0.34826698746928640.05859089696351216
0.349466202431232660.0472261052917655
0.35066954674386870.021405180291020023
0.35187703462611080.044968978708543945
0.353088680345836460.0780548585596358
0.35430449822005260.08972543812207283
0.35552450261506510.06261133116915606
0.35674870794664870.04293164174015936
0.35797712868021690.01439862746392834
0.3592097793309930.024218381758488457
0.360446674464181940.0181611691460744
0.361687828695141930.050687182477358546
0.362933256689557560.0594550112430101
0.364182973163612870.026929709183503386
0.365436992884165150.039065714629492876
0.366695330668919960.06135612120189931
0.367958001386605340.01612015310592953
0.36922501995714830.014353616439580967
0.37049640135185070.02334372546779007
0.37177216059356620.02944947246766165
0.373052312756877950.038545477369083175
0.37433687296827640.0032230183004490895
0.375625856406338550.06848342931444072
0.376919278301906750.10524872505675884
0.37821715393826880.12683258422989854
0.379519498651338940.02902225838761794
0.38082632782983850.11812025487395922
0.38213765691547820.03919340543107441
0.383453501403140160.027588463895325998
0.38477387684106140.1312718531956745
0.386098798831017550.02934820853448844
0.387428283028506850.12161882687748558
0.388762345142935340.05372687686542148
0.390101000937802530.023363594855025982
0.39144426623088760.05185196100869736
0.39279215689443650.002005613647117429
0.3941446888553490.03668818077658102
0.395501878095367350.1144285549640346
0.39686374065126530.009301457975927338
0.39823029261503680.08299586632705644
0.39960155013408680.20865752003716367
0.4009775294114220.1025413437947007
0.4023582467058420.07970333364635936
0.403743718332131740.1717240096289596
0.405133960661253960.19237478473803998
0.40652899012054290.1749294772124635
0.40792882319389850.1033557544043144
0.40933347642198080.34066129012614593
0.410742966402405650.08198158532921082
0.412157309789940640.2145611286207947
0.41357652329670230.1983761878649948
0.4150006236923530.27348463580641086
0.416429627804299650.19394940522718776
0.4178635525178920.30607669059703885
0.419302414776622830.10055407935966221
0.420746231582327550.1450940549778057
0.42219501999538520.05435084509373388
0.423648797134920430.10519695256793844
0.42510758017900530.1409700732277184
0.42657138636486250.11962499179848031
0.428040232989069070.3174877263521879
0.42951413740776080.33035694892547646
0.430993117036836960.2956991027953591
0.432477189352166560.23924810539249663
0.433966371889794530.1088884922656201
0.43546068224614910.427186666599676
0.43696013807824950.24875089747292273
0.43846475710391510.10507943459289537
0.43997455710197390.18452030944899736
0.44148955591247380.2072648700573041
0.443009771436892130.45698337586446425
0.444535221638348130.4160178386128931
0.446065924541814650.4659071272548662
0.44760189823433150.12449871542798079
0.44914316086521880.6015301401533051
0.450689730646292030.46533907953035375
0.45224162585207620.3311964802704084
0.453798864820023240.4370660705473612
0.45536146595072720.5255646171877876
0.456929447708142640.45180092296298957
0.45850282861980240.3874961173102041
0.46008162727703660.22304574522784973
0.46166586233519250.4240967804403369
0.46325555251385460.654741126648185
0.464850716597065950.49253951861906137
0.46645137343355060.7418752862193899
0.46805754193693540.4963624912612604
0.469669241085974130.7811900783214833
0.47128648992477160.5924250161828402
0.472909307563008860.7171398860750273
0.47453771317616850.8278095358734541
0.47617172600576160.32092031995859294
0.47781136535955540.5960664406721136
0.47945665061180070.5923531388330376
0.481107601203461350.2505272823156083
0.482764236642443670.19644240177339484
0.48442657650382720.3670069593323956
0.486094640430095870.744181694789238
0.487768448131370.3485159161096638
0.489448019385639250.8241512703539849
0.49113337403899690.9485355119556684
0.49282453200587320.7893162071536421
0.49452151326927150.9604756059292427
0.496224337881004450.40900854766364925
0.49793302596193040.37169732073228
0.499647597702191470.9293460215827352
0.50136807336145220.4780851233953892
0.50309447326913840.4278437636469954
0.50482681782467850.5830052633182553
0.50656512749774350.16207471984730193
0.5083094228284890.19014546993597897
0.51005972442779850.38659464791047443
0.51181605297752620.13165617611944572
0.5135784292307421.0899926382241945
0.51534687401197650.20777711594855833
0.51712140821746690.3179526661298293
0.51890205281540410.5810006864555419
0.52068882884618060.5727487228412088
0.52248175742263851.09091604744831
0.52428085973031971.0282633059652055
0.52608615702771591.0077969013778907
0.52789767064651981.3326980095574834
0.5297154219918770.8641508367396381
0.53153943254263971.2507160884968316
0.53336972385161921.233246971036901
0.53520631754584181.4494766024533834
0.53704923532680350.6233827957215096
0.53889849897072681.4193653276160707
0.54075413032881820.46081679459984315
0.5426161513275261.0226614841171975
0.54448458396879950.9047138580619968
0.54635945033034931.1360199685132042
0.54824077256590751.0540727645977543
0.55012857290549030.8851631090187142
0.55202287365565990.9733260189235077
0.55392369719978861.6398632652272989
0.55583106599832321.5985815830752539
0.55774500258905010.7421688408058602
0.55966552958736191.172596951557702
0.56159266968652481.3005467707642235
0.56352644565794611.3974362573584704
0.56546688035144391.670408081256404
0.56741399669551681.7346507048752953
0.5693678176976151.4845257660701863
0.57132836644441191.6313115012500068
0.57329566610207721.307232901081641
0.575269739916551.542725890325939
0.57725061121381491.2894265222748555
0.57923830340017591.6741595040727029
0.5812328399625341.6962143804127343
0.58323424446866471.7465690503046758
0.58524254056749571.4384879749990653
0.58725775198938761.6219250353541654
0.58927990254641271.0376959848523941
0.59130901613263851.3837440726472159
0.59334511672440791.1498643194504843
0.59538822838062371.2110636500950505
0.59743837524303231.7548852673837105
0.59949558153650981.7426370122905257
0.60155987156934741.9476352548790905
0.6036312697335391.7653346708311528
0.60570980050506911.8298130169541307
0.60779548844420282.137987834248522
0.60988835819577511.8530572980063917
0.61198843448948261.8755991728078731
0.61409574214017562.193921764223706
0.61621030604815120.4227123866756067
0.61833215119944781.6043788820069556
0.62046130266614021.9692534037652683
0.62259778560663551.7863818861491954
0.62474162526597131.6056295487888417
0.62689284697611291.610313391285384
0.62905147615625331.6284697141351752
0.63121753831311361.4618058298954126
0.63339105904124371.5251448573446882
0.63557206402332571.7475831556922128
0.63776057903047671.2737308449303402
0.63995662992255331.6019465830401183
0.6421602426484582.222836565166287
0.64437144324644452.425742702875377
0.64659025784442632.448133895601143
0.64881671266028522.295589560000733
0.65105083400218122.0725884484205803
0.65329264826886312.0558109446833965
0.65554218194998052.3115315445551308
0.65779946162639712.463284888078734
0.66006451397050452.499378815381666
0.66233736574653732.674774136710931
0.66461804381088972.505603847655637
0.66690657511243252.403471454791237
0.66920298669283142.2656659044427907
0.67150730568686721.6564665713996245
0.67381955932275582.5263385156406577
0.67613977492247052.7260627801107353
0.67846797990206381.710915657981323
0.68080420177199251.8767692170011714
0.68314846813744252.1651452841996264
0.68550080669865423.103157424452
0.68786124525125092.8284760983418646
0.69022981168656662.2534805091082295
0.69260653399197542.6367208256381556
0.69499144025122323.4256783079445476
0.69738455864475832.0512327736537452
0.69978591745006512.847495450214003
0.70219554504199813.6252331569306424
0.7046134698931173.407053333611322
0.70703972057402363.8133870809622605
0.7094743257536993.217458598716238
0.71191731419984193.5298328901935414
0.714368714779211.6555836803460018
0.71682855645795963.5882537278933184
0.71929686830198853.842992649716422
0.72177367947727923.9989805017606543
0.72425901925024433.205978586374774
0.7267529169880714.167845009511324
0.7292554021590693.8720742658774174
0.73176650433301943.0145696267025786
0.73428625318152214.216204265012758
0.7368146784783484.2055907754064625
0.73935181009979051.9659876718580624
0.74189767802501794.383986692294782
0.74445231233642884.511881577603074
0.74701574322000644.516439469234792
0.74958800096567564.430285636464564
0.75216911596766134.649637721562579
0.75475911872484724.632641187288898
0.75735803984113594.6835470761118145
0.75996591002581094.679445602200985
0.76258276009389954.728310682642088
0.76520862096653674.78078578919163
0.76784352367133083.578003128421636
0.77048749934272942.8741436949601358
0.77314057922238873.6051402554376235
0.77580279465954093.4111605359666832
0.77847417711136593.8896582865897256
0.78115475814336234.680180267569038
0.78384456942972094.890878850331694
0.78654364275369864.688804670608081
0.78925201000799394.94581129982986
0.7919697031951244.94975227628336
0.79469675442780355.014077164885092
0.79743319592932245.1685970344377195
0.8001790600339284.758682865958671
0.80293437918720645.278708629478866
0.80569918594646675.285689437394612
0.80847351298112465.341127088255858
0.81125739307308885.360374694691088
0.81405085911714945.520860887825376
0.81685394412136485.537176395321368
0.81966668120745315.267373745696445
0.82248910361118285.39716072958048
0.82532124468276585.641379280701286
0.82816313788725145.589661278316384
0.83101481680492175.528370678868713
0.83387631513168835.733411998814028
0.83674766667949095.641133297901993
0.83962890537669615.474704167602791
0.84252006526849915.627539683100404
0.84542118051732525.537057926432152
0.8483322854032345.779517383786364
0.85125341432432445.673729022385294
0.8541846017971413.0965789491454334
0.85712588245708145.6716813839560345
0.86007729105880695.861341156794545
0.86303886247665155.673736324286077
0.86601063170503495.5894870313166365
0.8689926338588765.717498259902423
0.87198490417400756.168959893635113
0.87498747800759246.2574957752328695
0.87800039083854166.217941877024626
0.88102367826793366.282062639850883
0.88405737601943516.38115472690348
0.88710151993972256.328760225387719
0.89015614599890576.293127642168896
0.89322129029095385.7289393017140835
0.89629698903412076.159174542258828
0.89938327857137366.20730660860274
0.90248019537082246.478058934061812
0.90558777602614986.579624575198357
0.90870605725704586.656857086524732
0.91183507590963896.640490180222066
0.91497486895693316.534510634699063
0.91812547349924486.832699428452665
0.92128692676464036.616847522545857
0.92445926610937666.842533760138551
0.92764252901834196.877746902908396
0.93083675310550016.905369312417148
0.93404197611433326.926612983263766
0.93725823591828866.811410158523568
0.94048557052122636.906811401254717
0.94372401805786816.95789760263858
0.94697361679424797.042723322456074
0.9502344051281647.056861319714156
0.95350642158963287.0394963954492065
0.95678970484134477.23334553102259
0.96008429367911977.062313331520117
0.96339022703236687.234233884256948
0.96670754396454327.088948821364266
0.9700362836736177.314511514746824
0.97337648549252967.308620826755705
0.97672818888966027.418838003981612
0.98009143346929277.451349748335478
0.98346625897208417.371666586694627
0.98685270527553287.491203656369277
0.99025081239445087.5178033842341305
0.99366062048143627.48803415368686
0.99708216982734777.629291097438725
1.00051550086178057.63283031607309
1.00396065415354447.643402837155534
1.0074176704111437.652606333403795
1.01088659048325477.111241194219951
1.01436745535921487.546730029958646
1.01786030616950067.7654177693536335
1.02136518418621847.826998782660016
1.02488213082358837.770185211764353
1.02841118763843597.531869655284534
1.0319523963306837.913865499186551
1.0355057987438397.942064465877217
1.03907143686549767.728312964294395
1.04264935282783078.007224337021201
1.04623958890808788.055483386473032
1.04984218752909468.054464267811943
1.05345719125975468.147457739704013
1.05708464281555257.746025974334458
1.06072458505905838.184522292261502
1.06437706100043428.098321841536347
1.06804211379794238.244184160394695
1.07171978675845548.249329924800609
1.07541012333796748.316413634371314
1.07911316714210938.354531188135487
1.08282896192666118.281614435135292
1.08655755159807148.407144018674499
1.09029898021397468.304009350425778
1.09405329198371318.456695596522806
1.0978205312688588.450928885397849
1.10160074258373467.829477644805875
1.10539397059594758.459206882065141
1.10920026012690868.39163826705164
1.11301965615236787.867340089483635
1.11685220380294258.47044033938558
1.12069794836465248.641175459362989
1.12455693527945388.61555277086055
1.12842921014577718.646009259186012
1.1323148187190658.724142050869427
1.13621380691231448.739159058158792
1.14012622079661728.46200451307403
1.14405210660170538.653786262980507
1.14799151071649758.815386358909105
1.15194447968964748.729612443426221
1.15591106023009268.882415317220584
1.15989129920760788.854977663831507
1.16388524365335758.555196714902957
1.1678929407604538.986575019692285
1.17191443788450888.847178399744992
1.17594978254420278.747436788667217
1.17999902242183759.025126355816836
1.18406220536390438.851409019818663
1.18813937938164738.79131717739183
1.19223059265163219.111041311352814
1.19633589351631339.107057552375247
1.20045533048460939.074286219772377
1.20458895223247069.142120233472685
1.20873680760345869.108151734316733
1.2128989456093219.244524997470824
1.2170754154305729.151789806690019
1.22126626641707269.303838525718158
1.2254715480886149.283340665289632
1.22969131013550319.383829752561063
1.23392560241914879.383517941781443
1.2381744749726529.4265392390365
1.24243797800139689.382913142824627
1.24671616188364269.39264036347214
1.25100907717112139.4513422972576
1.25531677458963259.512490429961488
1.25963930503964379.52544106480763
1.26397671959689439.296391405409482
1.2683290695129949.577483333068125
1.27269640621603269.606340709727842
1.2770787813111869.64594974007307
1.28147624658132569.61524029947285
1.2858888539876329.578751487682657
1.2903166556702079.694229689721157
1.29475970394869079.775112702456966
1.29921805132287959.791746697955881
1.30369175047334639.811270432608843
1.30818085426206349.79671687581335
1.31268541573302689.415854627711001
1.31720548811288279.887707923995215
1.32174112481155769.650346127072442
1.32629237942288789.813608636240913
1.33085930572525279.8272510839991
1.33544195768221399.491728500449945
1.3400403894431479.866876769567318
1.34465465534388549.931377890558597
1.34928480990736159.66462449715288
1.35393090784425079.889328003281104
1.35859300405361769.977325613253827
1.363271153623565810.071341760910048
1.3679654118318879.279291668018848
1.37267583414671629.63566362707059
1.3774024762271869.533935019105725
1.38214539392408389.664458345001243
1.38690464328051329.895439880489395
1.391680280532554810.0675271647465
1.39647236210993188.78693394981469
1.40128094463667529.759009740772784
1.4061060849317969.93755981557028
1.41094784000995298.784365603992228
1.41580626708212799.051371821607031
1.42068142355630219.81905452837594
1.42557336703813458.581405690445852
1.43048215533164149.422969668090136
1.43540784643988079.552643896985648
1.44035049856563669.403131553139001
1.44531017011210769.935769461502744
1.45028691968359649.264329880988798
1.45528080608620247.979434401180421
1.46029188832851710.167957296153986
1.4653202256223210.108252260010495
1.470365877383289.599012141942888
1.47542890323165659.509694625591045
1.48050936299300289.641647665759368
1.48560731669887689.894648133340102
1.490722824587545710.289794451508214
1.495855947104710.221500679303944
1.5010067449041689.66763247332333
1.5061752788486329.954652450204753
1.511361610010347710.30334928647419
1.51656579967186519.838540792061819
1.521787909326754110.301302492834552
1.527028000680329210.09446044706758
1.532286135650380310.482855143787896
1.53756237636790387.694086440067128
1.5428567851778368.53743567818577
1.54816942463979110.222933430321344
1.55350035752879879.996716038359008
1.558849646836047810.693356545664301
1.564217355769628410.74679770357741
1.56960354775528210.31414655323872
1.575008286437147510.063608106100768
1.580431635678514410.872282530556383
1.585873659562578210.655980374596673
1.59133442239319710.841272262889378
1.5968139886956519.40741692585934
1.602312423217406210.90246123366556
1.607829790928878111.223876215839706
1.613366157024199710.93622163271926
1.618921586921992410.446510090445228
1.624496146266138511.505833622421779
1.630089900926557311.538953934265159
1.635702916999982611.254386358794415
1.641335260810744810.72363535725596
1.646986998911552911.17037779130822
1.652658198084284710.461647619825799
1.658348925340770611.37431395945371
1.664059247923589211.28794080878997
1.669789233306860511.326897157072462
1.675538949197043411.26902836529178
1.681308463533735611.370399699749694
1.687097844490477211.557201793643655
1.692907160475554811.101039824054439
1.69873648013281111.299736505631415
1.704585872342455410.927040409424706
1.71045540622187737.926568073165935
1.71634515112646429.623476985751747
1.7222551766504210.964661749868423
1.728185552627587811.1649246502155
1.734136349132275410.732293812291925
1.740107636480081410.361703860342747
1.746099485228730810.988181036310543
1.75211196617890299.856892241966491
1.758145150375070710.641542481800876
1.764199109106341110.435353831659448
1.7702739139072969.644977086544523
1.776369636558837710.440670427673215
1.78248634908903758.013109971614435
1.78862412377398649.740438812459674
1.79478303313864986.748618090018403
1.80096314995772349.715885841507284
1.80716454725649417.440444965197391
1.81338729831170259.310937326915655
1.81963147665240848.085784752120716
1.82589715606086015.692515099266796
