7.478691773814556409e-01,1.763540832756229082e-01,3.398430916758472531e+00
3.720110589311073634e-01,1.799211356515076354e-01,3.325239824102400821e+00
3.656056411703823006e-01,1.845329849976120318e-01,3.347351196753500790e+00
4.990362742938151408e-01,1.563528309987212150e-01,3.314182018806608454e+00
9.143465864608579796e-01,1.370476699521269714e-01,3.336269276858928823e+00
2.876391152090136849e+00,1.274392624817650144e-01,3.540147951619315947e+00
5.538642880312938388e-01,1.725837286225626321e-01,3.350249715022103114e+00
5.390506233645441236e-01,1.958305290981154911e-01,3.397760164743004463e+00
1.160398310754854334e+00,1.480680578053342189e-01,3.395518505684804289e+00
8.512942390075461940e-01,1.566485746090756082e-01,3.344688439009081193e+00
1.149891154433850149e+00,1.321414734450492567e-01,3.367182113859302994e+00
1.211908874315023255e+00,1.445122321626700623e-01,3.399556370302061925e+00
1.797705897294646915e+00,1.279010078064375389e-01,3.433361107736910611e+00
1.507388379046547655e+00,1.242034730592672387e-01,3.373879564301459855e+00
2.141772659678180535e-01,2.099421024739545061e-01,3.325599420093246827e+00
2.354404160490078723e+00,1.246332032183244676e-01,3.470981150894717260e+00
2.241003179441688253e+00,1.250749086959523915e-01,3.455487935354925266e+00
3.455815122310773368e+00,1.215857196413350771e-01,3.571542480738975733e+00
1.378371463021232923e+00,1.321979113265528138e-01,3.403490436694672994e+00
2.823397533610480625e+00,1.289081976568270949e-01,3.509768195913972377e+00
9.205953664767937417e-01,1.532770288294952599e-01,3.394159773271359981e+00
5.647187154461064118e-01,1.751399429279133779e-01,3.376333840644531570e+00
7.923934626126798442e-01,1.317781529252222972e-01,3.321743557805272307e+00
4.885453746881669446e-01,1.900038200013894341e-01,3.369325918246599549e+00
6.499115177304887192e-01,1.657829046748744983e-01,3.373563651519673190e+00
4.252586874952677398e-01,1.776579465062320118e-01,3.356700424736491328e+00
1.395290144100023388e+00,1.395292631630242197e-01,3.401582788476994690e+00
1.585987997518567116e+00,1.292601521418843269e-01,3.408380547373192293e+00
1.680796533493242317e-01,2.193406622033787223e-01,3.326275995508394701e+00
1.076972717632719512e+00,1.414652912552428199e-01,3.393306059806460606e+00
7.478691773814556409e-01,1.763540832756229082e-01,3.398430916758472531e+00
5.309700045421121839e-01,1.722006830812864986e-01,3.345210213887109596e+00
3.656056411703823006e-01,1.845329849976120318e-01,3.347351196753500790e+00
4.990362742938151408e-01,1.563528309987212150e-01,3.314182018806608454e+00
8.352843372249822984e-01,1.438893241887775343e-01,3.337865952886544640e+00
2.792045200633993751e+00,1.274651991419279984e-01,3.531830170634106647e+00
5.538642880312938388e-01,1.725837286225626321e-01,3.350249715022103114e+00
5.390506233645441236e-01,1.958305290981154911e-01,3.397760164743004463e+00
1.200835291897881074e+00,1.472743977296866458e-01,3.398074172863514431e+00
1.007686360277658011e+00,1.493936773701167731e-01,3.362135918683769376e+00
9.068022639094375226e-01,1.500036445666392271e-01,3.370983870337191934e+00
1.474655409099225434e+00,1.320779811752869071e-01,3.408984262727223769e+00
1.818982723065968088e+00,1.277644190850589223e-01,3.435871556929401827e+00
1.507388379046547655e+00,1.242034730592672387e-01,3.373879564301459855e+00
2.141772659678180535e-01,2.099421024739545061e-01,3.325599420093246827e+00
2.354404160490078723e+00,1.246332032183244676e-01,3.470981150894717260e+00
2.241003179441688253e+00,1.250749086959523915e-01,3.455487935354925266e+00
3.455815122310773368e+00,1.215857196413350771e-01,3.571542480738975733e+00
1.178028485781677848e+00,1.414916513219947047e-01,3.381139694246999117e+00
2.823397533610480625e+00,1.289081976568270949e-01,3.509768195913972377e+00
9.294605400557744979e-01,1.547636780983420168e-01,3.399167361307807500e+00
5.647187154461064118e-01,1.751399429279133779e-01,3.376333840644531570e+00
8.514775052727023841e-01,1.416862780215311091e-01,3.355117810721288230e+00
4.974802104901775990e-01,1.882603451883993473e-01,3.370147920213635739e+00
6.392375303368129646e-01,1.673850607404792912e-01,3.373283335521027215e+00
4.252586874952677398e-01,1.776579465062320118e-01,3.356700424736491328e+00
1.395290144100023388e+00,1.395292631630242197e-01,3.401582788476994690e+00
1.585987997518567116e+00,1.292601521418843269e-01,3.408380547373192293e+00
1.680796533493242317e-01,2.193406622033787223e-01,3.326275995508394701e+00
1.076972717632719512e+00,1.414652912552428199e-01,3.393306059806460606e+00
7.862111611778950238e-01,1.722893883249048130e-01,3.397833848789944877e+00
3.433806604047875410e-01,1.900604124756127833e-01,3.339411411712857713e+00
3.656056411703823006e-01,1.845329849976120318e-01,3.347351196753500790e+00
5.209110423534051293e-01,1.516157996239169969e-01,3.310636453668803991e+00
8.771696937245945236e-01,1.391526874901909405e-01,3.338593539949901601e+00
2.792045200633993751e+00,1.274651991419279984e-01,3.531830170634106647e+00
5.538642880312938388e-01,1.725837286225626321e-01,3.350249715022103114e+00
5.390506233645441236e-01,1.958305290981154911e-01,3.397760164743004463e+00
1.200835291897881074e+00,1.472743977296866458e-01,3.398074172863514431e+00
1.007686360277658011e+00,1.493936773701167731e-01,3.362135918683769376e+00
9.874344761031378370e-01,1.448591610507449778e-01,3.374504873002471594e+00
1.474655409099225434e+00,1.320779811752869071e-01,3.408984262727223769e+00
1.818982723065968088e+00,1.277644190850589223e-01,3.435871556929401827e+00
1.507388379046547655e+00,1.242034730592672387e-01,3.373879564301459855e+00
2.141772659678180535e-01,2.099421024739545061e-01,3.325599420093246827e+00
2.419429271119850622e+00,1.229015069271957306e-01,3.475341273707986289e+00
2.153550135105574803e+00,1.254155449793546984e-01,3.443539812393518140e+00
3.455815122310773368e+00,1.215857196413350771e-01,3.571542480738975733e+00
1.178028485781677848e+00,1.414916513219947047e-01,3.381139694246999117e+00
2.712808269513069082e+00,1.302139679163071828e-01,3.500462529117457144e+00
9.294605400557744979e-01,1.547636780983420168e-01,3.399167361307807500e+00
5.817414192756217295e-01,1.614182483307753102e-01,3.362124215397569671e+00
8.514775052727023841e-01,1.416862780215311091e-01,3.355117810721288230e+00
5.107050447976499985e-01,1.906686548721557850e-01,3.378932229377509699e+00
6.658694107527590722e-01,1.625607092003443499e-01,3.372112886937253418e+00
4.725547121394257921e-01,1.722070599220510423e-01,3.364112976891483253e+00
1.435593495752109039e+00,1.340190898030918787e-01,3.391622481908601383e+00
1.585987997518567116e+00,1.292601521418843269e-01,3.408380547373192293e+00
1.680796533493242317e-01,2.193406622033787223e-01,3.326275995508394701e+00
1.076972717632719512e+00,1.414652912552428199e-01,3.393306059806460606e+00
7.862111611778950238e-01,1.722893883249048130e-01,3.397833848789944877e+00
3.433806604047875410e-01,1.900604124756127833e-01,3.339411411712857713e+00
3.656056411703823006e-01,1.845329849976120318e-01,3.347351196753500790e+00
5.209110423534051293e-01,1.516157996239169969e-01,3.310636453668803991e+00
8.771696937245945236e-01,1.391526874901909405e-01,3.338593539949901601e+00
